"","county","state","clinton_16","trump_16","obama_08","mccain_08","obama_12","romney_12","clinton_primary","sanders_primary","miss_data","alcohol_08","alcohol_12","alcohol_16","drug_08","drug_12","drug_16","suicides_08","suicides_12","suicides_16","pop_2014","pop_2010","perc_under_18","perc_over_65","perc_females","perc_white","perc_black","perc_asian","perc_hisp","perc_immigrants","perc_high_school","perc_bachelors","perc_vets","commuting_time","perc_own_homes","per_cap_income","median_hh_income","perc_below_poverty","land_area","pop_density_2010","pop_density_2014","religious_14","civic_14","business_14","political_14","professsional_14","labor_14","bowling_14","recreation_14","golf_14","sports_14","pop_14","soc_cap_agg_14","voter_to_12","census_resp_10","non_profits_14","soc_cap_indx_14","hh_inc_change_p25","hh_inc_change_p75","diversity_idx_2016","total_votes_16","total_votes_08","total_votes_12","primary_total","suicides_16_scaled","alcohol_08_scaled","alcohol_12_scaled","alcohol_16_scaled","drug_08_scaled","drug_12_scaled","drug_16_scaled","suicides_08_scaled","suicides_12_scaled","religious_14_scaled","civic_14_scaled","business_14_scaled","political_14_scaled","professsional_14_scaled","labor_14_scaled","bowling_14_scaled","recreation_14_scaled","golf_14_scaled","sports_14_scaled","non_profits_14_scaled","total_mort_08","total_mort_12","total_mort_16","total_mort_08_scaled","total_mort_12_scaled","total_mort_16_scaled","trump_over_romney","trump_over_mccain","trump_over_hillary"
"31","Geneva","Alabama",1525,9994,2106,9314,2039,9173,546,157,0,1,2,6,0,2,1,4,4,3,26712,26790,22.2,19.2,50.8,87.1,9.7,0.4,3.6,1.8,77.2,10.4,2336,25.6,72.1,20199,35625,21.2,574.41,46.6,46.50336867,24,0,0,0,0,0,0,0,1,0,26707,0.936084173,0.672223541,0.73,60,-0.997027689,0.11,0.47,0.417374,11519,11420,11212,703,11.2309074573226,3.74363581910752,7.48727163821504,22.4618149146451,0,7.48727163821504,3.74363581910752,14.9745432764301,14.9745432764301,89.8472596585804,0,0,0,0,0,0,0,3.74363581910752,0,224.618149146451,5,8,10,0.000186636804777902,0.000298618887644644,0.000374363581910752,821,680,8469
"32","Greene","Alabama",4013,838,4402,876,4514,799,2717,213,-1,0.077683695,0.077683695,0.37020953,0.525659901,0.327272577,0.452699249,1,1,2,8553,9045,23.3,17.9,52.5,18.5,80.5,0.2,1,0.2,76.2,12.8,502,28,73.2,14930,24226,32.9,647.11,14,13.21722736,8,1,0,0,0,0,0,0,0,0,8553,1.052262364,0.692726566,0.42,48,-0.117297375,-0.78,-0.11,0.396877,4851,5278,5313,2930,23.3836080907284,0.908262539459839,0.908262539459839,4.32841728048638,6.14591255699755,3.82640683970537,5.29287091079154,11.6918040453642,11.6918040453642,93.5344323629136,11.6918040453642,0,0,0,0,0,0,0,0,561.206594177482,1.603343596,1.404956272,2.822908779,0.000177262973576562,0.000155329604422333,0.000330048962820063,39,-38,-3175
"33","Hale","Alabama",4775,3173,4969,3196,5401,3205,2429,428,-1,0.135746949,0.135746949,0.646915861,0.918868464,0.572139029,0.79106101,4,1,2,15184,15760,23.3,17.3,52.8,40.8,58.1,0.3,1.3,1.2,77.4,12.8,995,27.1,78,18812,30051,26.6,643.94,24.5,23.57983663,8,0,0,0,0,0,0,1,1,0,15131,0.660894852,0.672865925,0.55,64,-0.83521384,-0.5,0.12,0.385675,7948,8165,8606,2857,13.1717597471022,0.894013099315069,0.894013099315069,4.26051014884089,6.05155732349842,3.76803891596417,5.20983278451001,26.3435194942044,6.58587987355111,52.6870389884089,0,0,0,0,0,0,6.58587987355111,6.58587987355111,0,421.496311907271,5.054615413,1.707885978,3.437976871,0.000320724328236041,0.000108368399619289,0.000226421026804531,-32,-23,-1602
"34","Henry","Alabama",2292,5632,2990,5558,3046,5605,1173,163,0,2,1,2,4,3,1,6,1,1,17190,17302,21.2,20.8,51.8,70.4,27.3,0.7,2.6,2.9,80.1,16.6,1497,26,77.7,21924,41650,14.4,561.75,30.8,30.60080107,24,0,2,0,0,0,0,0,1,0,17176,1.571960876,0.707277715,0.59,50,-0.117297375,-0.27,0.2,0.358706,7924,8548,8651,1336,5.8173356602676,11.6346713205352,5.8173356602676,11.6346713205352,23.2693426410704,17.4520069808028,5.8173356602676,34.9040139616056,5.8173356602676,139.616055846422,0,11.6346713205352,0,0,0,0,0,5.8173356602676,0,290.86678301338,12,5,4,0.000693561437984048,0.000288983932493353,0.000232693426410704,27,74,3340
"35","Houston","Alabama",10664,30728,12194,29205,12348,29214,3063,784,0,5,7,10,13,10,8,18,11,10,104193,101547,23.7,16.1,52.1,70,26.7,0.9,3.3,2.4,83.9,19.7,9254,20.8,64.6,23316,40948,18,579.82,175.1,179.6988721,100,11,4,1,1,5,2,7,4,0,104110,1.296705408,0.639892701,0.73,377,-0.568821609,-0.28,0.11,0.347198,41392,41399,41562,3847,9.59757373336021,4.7987868666801,6.71830161335215,9.59757373336021,12.4768458533683,9.59757373336021,7.67805898668816,17.2756327200484,10.5573311066962,95.9757373336021,10.5573311066962,3.83902949334408,0.959757373336021,0.959757373336021,4.7987868666801,1.91951474667204,6.71830161335215,3.83902949334408,0,361.82852974768,36,28,28,0.000354515643002747,0.000275734389002137,0.000268732064534086,1514,1523,20064
"36","Jackson","Alabama",3673,16672,6367,14068,5817,14422,1327,511,0,3,1,0,7,14,2,9,9,14,52665,53227,21.7,18.6,50.7,91.5,3.6,0.5,2.9,2.2,74.6,13,4000,26.4,75.2,20486,37634,16,1077.87,49.4,48.86025216,40,1,1,0,0,4,0,0,2,0,52631,0.912010032,0.573350007,0.74,126,-1.40474206,0.13,0.11,0.323928,20345,20435,20239,1838,26.5831197189784,5.69638279692395,1.89879426564132,0,13.2915598594892,26.5831197189784,3.79758853128264,17.0891483907719,17.0891483907719,75.9517706256527,1.89879426564132,1.89879426564132,0,0,7.59517706256527,0,0,3.79758853128264,0,239.248077470806,19,24,16,0.000356961692374171,0.000450898979841058,0.000303807082502611,2250,2604,12999
"37","Jefferson","Alabama",156873,134768,166015,149843,159658,141413,67408,14341,0,45,45,57,95,115,256,108,88,84,660793,658466,23.1,14.3,52.8,54,42.9,1.6,3.8,4.1,87.4,30,46613,23.4,64.7,26906,45429,18,1111.28,592.5,594.6233173,714,56,30,12,16,49,3,70,20,0,660368,1.468877959,0.698921745,0.74,3576,0.135669253,-0.32,0.06,0.317488,291641,315858,301071,81749,12.7119990677867,6.80999950060004,6.80999950060004,8.62599936742671,14.3766656123779,17.403332057089,38.7413304923024,16.3439988014401,13.317332356729,108.051992076187,8.47466604519116,4.53999966706669,1.81599986682668,2.4213331557689,7.41533278954226,0.453999966706669,10.5933325564889,3.02666644471113,0,541.16796031435,248,248,397,0.000376632962066379,0.000376632962066379,0.000600793289275159,-6645,-15075,-22105
"38","Lamar","Alabama",1036,5823,1614,5419,1643,5453,442,173,-1,0.123880478,0.123880478,0.590364989,1,1,0,1,3,0,14086,14564,21.7,20.5,51.2,87.1,11.3,0.1,1.4,0.6,76.1,9.5,1127,25.7,71.5,19026,36028,22.3,604.85,24.1,23.28841862,11,0,0,0,0,1,0,0,1,0,14050,0.925266904,0.656541629,0.8,35,-1.054263156,0.08,0.36,0.271228,6859,7033,7096,615,0,0.879458171233849,0.879458171233849,4.19114716030101,7.09924747976715,7.09924747976715,0,7.09924747976715,21.2977424393014,78.0917222774386,0,0,0,0,7.09924747976715,0,0,7.09924747976715,0,248.47366179185,2.123880478,4.123880478,0.590364989,0.000145830848530623,0.000283155759269432,4.19114716030101e-05,370,404,4787
"39","Lauderdale","Alabama",9952,27899,13318,24050,12504,23902,3691,1769,0,3,6,14,18,7,13,8,8,20,93096,92709,20.5,18.2,52.1,86.7,10.4,0.9,2.4,2.1,83.8,21.1,7000,24.5,69.9,23510,42844,17.2,667.7,138.8,139.4278868,110,5,5,0,1,5,1,9,2,0,93063,1.482866445,0.664572977,0.73,852,0.656441335,0.07,0.02,0.266177,37851,37368,36406,5460,21.4832001374925,3.22248002062387,6.44496004124774,15.0382400962447,19.3348801237432,7.51912004812237,13.9640800893701,8.59328005499699,8.59328005499699,118.157600756209,5.37080003437312,5.37080003437312,0,1.07416000687462,5.37080003437312,1.07416000687462,9.66744006187162,2.14832001374925,0,915.18432585718,29,21,47,0.000312806739367267,0.000226515225059056,0.000504855203231073,3997,3849,17947
"40","Lawrence","Alabama",3627,10833,5159,9269,5055,8855,2056,430,0,0,3,1,5,3,9,6,8,5,33477,34339,21.7,16.8,51.3,78.1,11.4,0.2,2.2,1,77.1,11.9,1891,27.8,80.1,20181,38551,17.5,690.68,49.7,48.46962414,43,0,1,0,0,2,0,2,0,0,33426,1.436007898,0.601888879,0.76,71,-0.869837764,0.23,0.23,0.264651,14460,14428,13910,2486,14.935627445709,0,8.9613764674254,2.9871254891418,14.935627445709,8.9613764674254,26.8841294022762,17.9227529348508,23.8970039131344,128.446396033097,0,2.9871254891418,0,0,5.9742509782836,0,5.9742509782836,0,0,212.085909729068,11,14,15,0.000320335478610326,0.000407699700049506,0.00044806882337127,1978,1564,7206
"41","Lee","Alabama",21230,34617,21410,32344,21274,32062,7162,2477,0,4,5,8,6,10,11,13,21,17,154255,140247,21.6,10.3,50.7,70.9,23.7,3.3,3.9,5.1,86.7,32.5,10045,21.4,61.7,23506,43542,22,607.54,230.8,253.9009777,100,12,6,0,3,3,1,8,4,0,154426,0.887156308,0.559501442,0.72,521,-1.307229784,-0.57,-0.16,0.262171,55847,53754,53336,9639,11.0207124566465,2.59310881332858,3.24138601666072,5.18621762665716,3.88966321999287,6.48277203332145,7.13104923665359,8.42760364331788,13.613821269975,64.8277203332145,7.77932643998574,3.88966321999287,0,1.94483160999643,1.94483160999643,0.648277203332145,5.18621762665716,2.59310881332858,0,337.752422936047,23,36,36,0.000163996377819133,0.000256689982673426,0.000233379793199572,2555,2273,13387
"42","Limestone","Alabama",9468,29067,9530,23588,9809,25263,3224,1136,0,2,5,2,14,8,5,12,16,10,90787,82782,23.4,13.8,49.7,82,13.5,1.4,5.8,4.3,81.5,22.7,6964,26.3,76.6,25020,48619,14.7,559.94,147.8,162.1370147,70,3,2,0,0,1,0,6,1,0,90612,0.915993467,0.710316984,0.77,166,-0.944031887,-0.16,0.07,0.25437,38535,33118,35072,4360,11.0147928668201,2.20295857336403,5.50739643341007,2.20295857336403,15.4207100135482,8.81183429345611,5.50739643341007,13.2177514401842,17.6236685869122,77.103550067741,3.30443786004604,2.20295857336403,0,0,1.10147928668201,0,6.60887572009208,1.10147928668201,0,182.845561589214,28,29,17,0.000338237781160156,0.000350317701915875,0.000187251478735942,3804,5479,19599
"43","Lowndes","Alabama",4883,1751,5447,1807,5747,1754,3784,331,-1,0.099506481,0.099506481,0.474208234,0.67391057,0.420268549,0.579870841,0,1,1,10580,11299,23.1,17.4,52.3,25.8,72.9,0.2,1.2,0.2,73.9,14.4,626,30.4,74.9,18368,26230,26.7,715.91,15.8,14.77839393,6,0,0,0,0,0,0,1,0,0,10555,0.6631928,0.703741815,0.47,45,-0.67198677,-0.48,-0.15,0.242084,6634,7254,7501,4115,9.45179584120983,0.940514943289225,0.940514943289225,4.48211941398866,6.36966512287335,3.97229252362949,5.48082080340265,0,9.45179584120983,56.710775047259,0,0,0,0,0,0,9.45179584120983,0,0,425.330812854442,0.773417051,1.51977503,2.054079075,6.84500443402071e-05,0.000134505268607841,0.000194147360586011,-3,-56,-3132
"44","Macon","Alabama",7566,1431,9444,1396,9045,1322,4295,484,0,4,0,0,2,1,1,0,3,1,19425,21452,18.3,16.8,54.2,16.7,81.5,0.3,1.5,1.1,80,19.6,1662,23.1,65.7,16826,30724,27.3,608.89,35.2,31.90231405,15,0,0,0,0,1,0,0,0,0,19387,0.825295301,0.536623135,0.66,139,-0.780098206,-0.77,-0.3,0.238134,8997,10840,10367,4779,5.14800514800515,20.5920205920206,0,0,10.2960102960103,5.14800514800515,5.14800514800515,0,15.4440154440154,77.2200772200772,0,0,0,0,5.14800514800515,0,0,0,0,715.572715572716,6,4,2,0.000279694201006899,0.000186462800671266,0.000102960102960103,109,35,-6135
"45","Madison","Alabama",62822,89520,64062,86910,61802,90679,20126,8865,0,12,17,24,30,30,64,34,46,76,350299,334811,22.4,13.7,51.2,69.4,24.6,2.6,4.7,5.4,90,38.5,34203,21,69.3,31933,58434,12.8,801.59,417.7,437.0052022,267,21,10,2,7,12,4,49,10,4,350112,1.102504341,0.664682387,0.76,1369,-0.602032311,-0.62,-0.02,0.234954,152342,150972,152481,28991,21.695751343852,3.42564494902926,4.85299701112478,6.85128989805852,8.56411237257314,8.56411237257314,18.2701063948227,9.70599402224956,13.1316389712788,76.220600115901,5.9948786608012,2.85470412419105,0.57094082483821,1.99829288693373,3.42564494902926,1.14188164967642,13.9880502085361,2.85470412419105,1.14188164967642,390.808994601754,76,93,164,0.000226993736764921,0.000277768651567601,0.000468171476367332,-1159,2610,26698
"46","Marengo","Alabama",5615,5233,5925,5511,6154,5321,3590,1092,0,0,2,0,1,1,0,1,4,2,20110,21027,23,18.6,53.2,47.4,51,0.3,2.4,0.7,83.7,17.4,1462,22.4,71.3,22072,35079,24,976.88,21.5,20.5859471,31,1,1,0,0,3,0,1,2,0,20136,1.936829559,0.711827824,0.63,92,0.500986982,-0.47,0.01,0.229977,10848,11436,11475,4682,9.94530084535057,0,9.94530084535057,0,4.97265042267529,4.97265042267529,0,4.97265042267529,19.8906016907011,154.152163102934,4.97265042267529,4.97265042267529,0,0,14.9179512680259,0,4.97265042267529,9.94530084535057,0,457.483838886126,2,7,2,9.511580349075e-05,0.000332905312217625,9.94530084535057e-05,-88,-278,-382
"47","Marion","Alabama",1432,11274,2597,9530,2249,9696,119,74,-1,0.256029626,0.256029626,1.220135166,1,1,0,4,6,2,30271,30776,21.2,20.1,50.4,93.9,4.2,0.3,2.5,1,74.6,9.5,2287,24,75.9,19576,32888,20.9,742.29,41.5,40.78055746,29,0,0,0,0,2,0,2,1,0,30246,1.124115586,0.61521684,0.74,92,-0.929193063,0.21,0.28,0.226886,12706,12127,11945,193,6.6069835816458,0.845791767698457,0.845791767698457,4.03070650457534,3.3034917908229,3.3034917908229,0,13.2139671632916,19.8209507449374,95.8012619338641,0,0,0,0,6.6069835816458,0,6.6069835816458,3.3034917908229,0,303.921244755707,5.256029626,7.256029626,3.220135166,0.00017078339049909,0.000235769093644398,0.000106376900862211,1578,1744,9842
"48","Marshall","Alabama",4917,29233,7021,25680,6271,25785,1495,824,0,4,5,10,9,14,14,11,14,17,94636,93019,24.5,16.3,50.9,93.7,2.7,0.7,12.9,8,76.2,15.2,7192,23.9,71.9,20382,39526,19.5,565.84,164.4,167.2486922,74,2,5,0,0,2,1,4,2,0,94356,0.953834414,0.645827563,0.74,240,-1.042250774,0.06,0.2,0.223297,34150,32701,32056,2319,17.9635656621159,4.22672133226256,5.2834016653282,10.5668033306564,9.51012299759077,14.793524662919,14.793524662919,11.623483663722,14.793524662919,78.1943446468574,2.11336066613128,5.2834016653282,0,0,2.11336066613128,1.05668033306564,4.22672133226256,2.11336066613128,0,253.603279935754,24,33,41,0.000258011804040035,0.000354766230555048,0.000433238936556913,3448,3553,24316
"49","Mobile","Alabama",72186,95116,81741,97670,78417,94566,29243,5778,0,33,25,34,62,59,68,43,65,70,415123,412992,24,14.5,52.2,60.1,35.3,2,2.8,3.2,83.9,20.7,33586,23.9,66.6,22501,43028,19.8,1229.44,335.9,337.6521018,363,37,10,0,4,32,2,30,5,0,414926,1.16406299,0.631196549,0.72,1918,-0.547623288,-0.3,-0.04,0.193176,167302,179411,172983,35021,16.8624720865864,7.94945112653358,6.02231145949514,8.19034358491339,14.9353324195479,14.2126550444085,16.3806871698268,10.3583757103316,15.6580097946874,87.4439623918694,8.9130209600528,2.40892458379806,0,0.963569833519222,7.70855866815378,0.481784916759611,7.22677375139416,1.20446229189903,0,462.031735172467,138,149,172,0.000334146908414691,0.000360781806911514,0.000414335028413265,550,-2554,22930
"50","Monroe","Alabama",4332,5795,5023,6173,4897,5730,2438,205,0,0,0,4,1,2,1,2,2,0,21947,23068,23.4,17.9,52.6,55.5,41.1,0.4,1.2,0.9,76.1,10.6,1237,23.3,74,15749,29203,28.6,1025.68,22.5,21.39751189,30,1,1,0,0,0,0,1,1,0,21897,1.552724117,0.65026394,0.56,79,-0.238834415,-0.38,0.06,0.192307,10127,11196,10627,2643,0,0,0,18.2257256117009,4.55643140292523,9.11286280585046,4.55643140292523,9.11286280585046,9.11286280585046,136.692942087757,4.55643140292523,4.55643140292523,0,0,0,0,4.55643140292523,4.55643140292523,0,359.958080831093,3,4,5,0.000130050286110629,0.000173400381480839,0.000227821570146261,65,-378,1463
"51","Montgomery","Alabama",58916,34003,61999,41972,62993,38283,28755,4283,0,7,8,18,11,18,16,19,28,30,226189,229363,24,13.3,52.6,38.9,56.7,2.6,3.4,4.3,85.6,31.5,20008,19.3,61.4,24975,44790,21.2,784.25,292.5,288.4144087,194,26,41,8,36,12,1,19,4,1,226389,1.510674105,0.658076454,0.74,1486,0.202797269,-0.34,-0.04,0.187473,92919,103971,101276,33038,13.2632444548585,3.09475703946699,3.53686518796228,7.95794667291513,4.86318963344813,7.95794667291513,7.07373037592456,8.40005482141041,12.379028157868,85.7689808080853,11.4948118608774,18.1264340883067,3.53686518796228,15.9158933458303,5.30529778194342,0.442108148495285,8.40005482141041,1.76843259398114,0.442108148495285,656.972708663993,37,54,64,0.000161316341345378,0.000235434660341903,0.000282949215036982,-4280,-7969,-24913
"52","Morgan","Alabama",11254,37486,13882,35986,13401,35309,3903,1349,0,4,8,11,22,21,13,18,18,28,119607,119490,23.1,15.9,50.8,83.5,12.5,0.7,7.9,5.1,81.4,19.9,9518,23.7,71.5,23764,44800,15.7,579.34,206.3,206.4538958,114,9,3,1,2,6,2,9,4,0,119656,1.253593635,0.698395888,0.75,386,-0.442338294,-0.08,0.11,0.183388,48740,49868,48710,5252,23.4100010868929,3.34428586955613,6.68857173911226,9.19678614127936,18.3935722825587,17.5575008151697,10.8689290760574,15.0492864130026,15.0492864130026,95.3121472823497,7.52464320650129,2.5082144021671,0.836071467389032,1.67214293477806,5.0164288043342,1.67214293477806,7.52464320650129,3.34428586955613,0,322.723586412167,44,47,52,0.0003682316511842,0.000393338354674031,0.000434757163042297,2177,1500,26232
"53","Perry","Alabama",3824,1407,4423,1676,4536,1504,2599,389,0,0,0,0.42830119,0.608495678,0.378808181,0.523734835,0,0,0,9826,10591,22.4,17.9,53.4,31.1,67.5,0.4,1.3,0.5,70.2,10.4,670,26.8,67,13716,28209,25.6,719.66,14.7,13.65366979,9,1,1,0,0,0,0,0,0,0,9855,1.116184678,0.697336838,0.41,25,-0.568821609,-0.66,-0.11,0.146185,5231,6099,6040,2988,0,0,0,4.35885599430083,6.19270993283126,3.85516162222675,5.33009194992876,0,0,91.5937309179727,10.1770812131081,10.1770812131081,0,0,0,0,0,0,0,254.427030327702,0.608495678,0.378808181,0.952036025,5.74540343688037e-05,3.57669890473043e-05,9.6889479442296e-05,-97,-269,-2417
"54","Pickens","Alabama",3972,5456,4584,5426,4448,5119,2328,453,0,0,0,0.806097326,2,0,2,3,5,0,20365,19746,20.5,17.8,50.6,58.1,40.2,0.3,4.1,0.3,79.7,11,1610,29.3,72,17153,28741,27.2,881.41,22.4,23.1050249,22,0,0,0,0,1,0,1,2,0,20339,1.278332268,0.702109027,0.57,73,-0.278404613,-0.28,0.34,0.143207,9428,10010,9567,2781,0,0,0,3.95824859317456,9.82077093051805,0,9.82077093051805,14.7311563957771,24.5519273262951,108.028480235699,0,0,0,0,4.91038546525902,0,4.91038546525902,9.82077093051805,0,358.458138963909,5,5,2.806097326,0.000253215841183024,0.000253215841183024,0.000137790195236926,337,30,1484
"55","Pike","Alabama",5056,7693,5856,7981,6009,7939,2194,385,0,0,3,5,4,4,3,7,6,3,33389,32899,19.4,14.1,51.9,58.5,36.9,2.2,2.2,4,81,23,2516,18.7,57.8,19715,33090,27.6,672.09,48.9,49.67935842,29,0,1,0,0,0,0,2,2,0,33090,1.027500756,0.668481091,0.59,136,-0.558929059,-0.19,0.17,0.141661,12749,13837,13948,2579,8.98499505825272,0,8.98499505825272,14.9749917637545,11.9799934110036,11.9799934110036,8.98499505825272,20.9649884692563,17.9699901165054,86.8549522297763,0,2.99499835275091,0,0,0,0,5.98999670550181,5.98999670550181,0,407.319775974123,11,13,11,0.000334356667375908,0.000395148788716982,0.0003294498188026,-246,-288,2637
"56","Randolph","Alabama",2291,7705,3062,7169,3076,7219,1236,328,0,0,5,1,3,2,2,6,6,5,22539,22913,22,19.6,51.4,77.6,20.2,0.3,2.9,1.7,72.6,11.1,1598,26.8,72.3,19830,35213,24.5,580.55,39.5,38.82352941,21,1,1,0,0,0,0,0,1,0,22486,1.067330784,0.638893998,0.64,56,-0.942618666,-0.12,0.11,0.124535,9996,10231,10295,1564,22.1837703536093,0,22.1837703536093,4.43675407072186,13.3102622121656,8.87350814144372,8.87350814144372,26.6205244243312,26.6205244243312,93.1718354851591,4.43675407072186,4.43675407072186,0,0,0,0,0,4.43675407072186,0,248.458227960424,9,13,8,0.000392790119146336,0.000567363505433597,0.000354940325657749,486,536,5414
"57","Russell","Alabama",9579,9210,10078,8700,10495,8276,4382,989,0,4,5,6,10,8,6,10,8,6,59608,52947,25.3,12.5,51.3,53.1,42.9,0.8,5,2.2,80.4,16,5977,23.6,61.3,19678,36143,22,641.14,82.6,92.97189381,44,1,3,0,0,3,0,3,0,0,59712,0.904340836,0.558031103,0.68,120,-1.519919603,-0.55,-0.14,0.115157,18789,18778,18771,5371,10.0657629848343,6.71050865655617,8.38813582069521,10.0657629848343,16.7762716413904,13.4210173131123,10.0657629848343,16.7762716413904,13.4210173131123,73.8155952221178,1.67762716413904,5.03288149241713,0,0,5.03288149241713,0,5.03288149241713,0,0,201.315259696685,24,21,18,0.000453283472151397,0.000396623038132472,0.000301972889545027,934,510,-369
"58","St.Clair","Alabama",5589,31651,6088,27630,5790,29001,1814,751,0,6,2,7,10,12,29,13,16,16,86697,83593,23,15.3,50.1,87.9,9.5,0.8,2.3,1.8,82,15.5,6928,30,81.5,23872,50786,15.2,631.9,132.3,137.2005064,67,2,4,0,0,0,0,2,2,0,86561,0.8895461,0.613476103,0.71,198,-1.266952975,NA,NA,0.096683,37240,33718,34791,2565,18.4550791838241,6.92065469393405,2.30688489797802,8.07409714292305,11.5344244898901,13.8413093878681,33.4498310206812,14.9947518368571,18.4550791838241,77.2806440822635,2.30688489797802,4.61376979595603,0,0,0,0,2.30688489797802,2.30688489797802,0,228.381604899824,29,30,52,0.00034691900039477,0.000358881724546314,0.000599790073474284,2650,4021,26062
"59","Shelby","Alabama",22977,73020,20575,68945,19944,71243,6682,3767,0,11,13,13,45,39,46,23,27,31,206655,195085,24.4,13,51.2,84,12.1,2.2,6,6,91.2,40.3,13991,29,79,33313,68770,7.9,784.93,248.5,263.2782541,156,7,14,1,3,5,1,27,8,0,206199,1.076629858,0.699295743,0.8,638,-0.637362846,-0.08,0.1,0.102404,95997,89520,91187,10449,15.000846821998,5.32288113038639,6.29067769954756,6.29067769954756,21.7754228061262,18.8720330986427,22.2593210907067,11.1296605453534,13.0652536836757,75.4881323945707,3.38728799206407,6.77457598412814,0.483898284580581,1.45169485374174,2.41949142290291,0.483898284580581,13.0652536836757,3.87118627664465,0,308.727105562411,79,79,90,0.000404951687725863,0.000404951687725863,0.000435508456122523,1777,4075,50043
"60","Sumter","Alabama",4746,1581,5218,1723,5420,1585,2990,416,0,0,0,0,0.787952108,0.490018111,0.678188034,0,0,2,13166,13763,19.7,16.3,55,25.5,73.5,0.4,1.1,0.9,75.5,14.9,706,23.4,64.7,14156,22186,38,903.89,15.2,14.5659317,13,0,0,1,1,0,0,1,2,0,13243,1.359208639,0.682391769,0.48,91,0.312321927,-0.59,-0.09,0.089231,6327,6941,7005,3406,15.1906425641805,0,0,0,5.98474941516026,3.72184498708795,5.15105600789913,0,0,98.739176667173,0,0,7.59532128209023,7.59532128209023,0,0,7.59532128209023,15.1906425641805,0,691.174236670211,0.787952108,0.490018111,2.678188034,5.72514791833176e-05,3.56040188185715e-05,0.000203416985720796,-4,-142,-3165
"61","Talladega","Alabama",12121,20614,13769,20109,13878,19217,5564,783,0,3,2,6,9,10,8,12,17,10,81322,82291,22.3,16.1,51.4,65.2,32.5,0.4,2.3,1.6,78.9,13,6691,23.9,71.2,19410,35439,22.9,736.78,111.7,110.3748745,82,5,2,1,0,5,1,0,2,0,81258,1.206035098,0.636762072,0.71,240,-0.771618878,-0.12,0.09,0.08735,32735,33878,33095,6347,12.2967954551044,3.68903863653132,2.45935909102088,7.37807727306264,11.067115909594,12.2967954551044,9.83743636408352,14.7561545461253,20.9045522736775,100.833722731856,6.1483977275522,2.45935909102088,1.22967954551044,0,6.1483977275522,1.22967954551044,0,2.45935909102088,0,295.123090922506,24,29,24,0.00029164793233768,0.000352407918241363,0.000295123090922506,1397,505,8493
"62","Tallapoosa","Alabama",5519,13594,6052,13105,6252,12303,2658,308,0,2,0,8,3,3,10,3,5,6,41165,41616,21.1,19.6,51.4,70.6,27.3,0.5,2.3,1.9,79.2,16.3,3631,23.9,72.2,21434,39130,19.8,716.52,58.1,57.45129236,53,1,1,0,0,0,1,1,2,0,41112,1.435104106,0.681303986,0.66,120,-0.370970614,-0.37,0.16,0.087349,19113,19157,18555,2966,14.5754888861897,4.85849629539657,0,19.4339851815863,7.28774444309486,7.28774444309486,24.2924814769829,7.28774444309486,12.1462407384914,128.750151828009,2.42924814769829,2.42924814769829,0,0,0,2.42924814769829,2.42924814769829,4.85849629539657,0,291.509777723794,8,8,24,0.000192233756247597,0.000192233756247597,0.000583019555447589,1291,489,8075
"63","Tuscaloosa","Alabama",31762,47723,32738,45351,32003,45703,12141,3446,0,9,11,14,34,33,33,16,16,24,202212,194656,21.1,11.7,51.7,66,31,1.5,3.3,3.5,86.6,27,12198,21.8,64.4,22637,45408,18.9,1321.76,147.3,152.9869265,188,15,7,1,2,10,2,17,6,0,202519,1.224576459,0.641048177,0.74,773,-0.598499258,-0.45,-0.01,0.079849,79485,78089,77706,15587,11.8687318260044,4.45077443475165,5.43983542025201,6.92342689850256,16.8140367535062,16.319506260756,16.319506260756,7.91248788400293,7.91248788400293,92.9717326370344,7.41795739125274,3.46171344925128,0.494530492750183,0.989060985500366,4.94530492750183,0.989060985500366,8.40701837675311,2.9671829565011,0,382.272070895891,59,60,71,0.000303098799934243,0.000308236067729739,0.00035111664985263,2020,2372,15961
"64","Walker","Alabama",4497,24266,7418,20719,6551,21633,147,86,0,3,4,4,36,24,13,14,18,15,65471,67023,22.1,18.2,51.4,91.3,6.4,0.4,2.3,1.2,76.4,10.5,5353,29.3,75,20698,37566,20.9,791.19,84.7,82.75003476,80,1,2,0,0,3,1,4,1,0,65567,1.403144875,0.617399944,0.7,211,-0.625350464,0.08,0.17,0.073968,28763,28137,28184,233,22.9109071191825,4.58218142383651,6.10957523178201,6.10957523178201,54.9861770860381,36.6574513906921,19.8561195032915,21.383513311237,27.493088543019,122.19150463564,1.5273938079455,3.05478761589101,0,0,4.58218142383651,1.5273938079455,6.10957523178201,1.5273938079455,0,322.280093476501,53,46,32,0.000790773316622652,0.000686331557823434,0.000488766018542561,2633,3547,19769
